what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362240305916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240314626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240315038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240315317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240315589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240315843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240316628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240316927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240317167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240317422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362240317694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362240328334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240334568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240336793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240339297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240339417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362240365902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240408194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240619292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240623578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240967358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240970248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240984248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240985217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362240988795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1362241014515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241015233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241018187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241041156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241047953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241064156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241065719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362241073141
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241075516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362241076781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241083141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241083641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1362241090438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241092781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241093031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241112376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241112844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1362241137298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241181424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241181705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241186752
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241191517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241232815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241235190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241236049
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241236878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241238690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241305410
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362241309615
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241312272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241314335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241315975
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241317506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241318288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241539907
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362241539923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241541142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241549236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241550580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241618025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241621270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241636700
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241639232
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241639747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241641482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241642263
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241642372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241643325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241714268
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362241716034
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241733643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241737003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241739081
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241744659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241749555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241756712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241776618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241779431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241780884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362241784524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362241784837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1362241791681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362241794321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1362241797618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362241807181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362241808759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241809962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241811009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362241818338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241821063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241821339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241821570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241822098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241822525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241822969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241825265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241825844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241832703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241835625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241838141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241838266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241839016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241841250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241841734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241842109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241842297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241842484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241842656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241842828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241843000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241843250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241844063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241844422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241844656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241844875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241845047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241845235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362241845594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362241849672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362241849938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241852938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241853703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241917497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241926559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362241932388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241932919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362241934278
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362241939403
